Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2024-10-24 00:00:00-04:00,77.90104379770756,77.92043579735669,77.38707072192486,77.72648620605469,6522400,0.0,0.0,0.0,EFA
2024-10-25 00:00:00-04:00,77.91073536047507,78.02710955337596,77.33857889245982,77.46464538574219,9288100,0.0,0.0,0.0,EFA
2024-10-28 00:00:00-04:00,77.81375663046423,78.19196348988683,77.75557323630758,78.08528900146484,6985000,0.0,0.0,0.0,EFA
2024-10-29 00:00:00-04:00,77.82346151882096,77.98831941239337,77.62951192623022,77.80406951904297,8778400,0.0,0.0,0.0,EFA
2024-10-30 00:00:00-04:00,77.16401561695335,77.63919725522405,77.1058322241412,77.2997817993164,8828100,0.0,0.0,0.0,EFA
2024-10-31 00:00:00-04:00,76.92157500738824,76.92157500738824,76.0972782142109,76.82460021972656,19247600,0.0,0.0,0.0,EFA
2024-11-01 00:00:00-04:00,77.24160693968841,77.44525623573094,76.91188374702227,76.97976684570312,9951300,0.0,0.0,0.0,EFA
2024-11-04 00:00:00-05:00,77.40646342409231,77.61011271641847,76.98946514017605,77.03795623779297,10280100,0.0,0.0,0.0,EFA
2024-11-05 00:00:00-05:00,77.24160534234602,77.87195261632,77.18341454560664,77.80406951904297,9596400,0.0,0.0,0.0,EFA
2024-11-06 00:00:00-05:00,76.65974618456991,76.76642067595706,76.048790934134,76.67913818359375,11746200,0.0,0.0,0.0,EFA
2024-11-07 00:00:00-05:00,77.56161745364983,77.91072518937197,77.42584388030583,77.84284210205078,11634100,0.0,0.0,0.0,EFA
2024-11-08 00:00:00-05:00,76.97976003493652,76.97976003493652,76.39790389790848,76.76641845703125,11540300,0.0,0.0,0.0,EFA
2024-11-11 00:00:00-05:00,77.00886105870423,77.04764505660187,76.70822958472965,76.78581237792969,5839600,0.0,0.0,0.0,EFA
2024-11-12 00:00:00-05:00,76.04879065244899,76.04879065244899,74.98205314123113,75.36026000976562,16613700,0.0,0.0,0.0,EFA
2024-11-13 00:00:00-05:00,75.05963519769405,75.11781859268136,74.47777905171394,74.91416931152344,14828900,0.0,0.0,0.0,EFA
2024-11-14 00:00:00-05:00,75.45723510773132,75.61240069478578,74.99175314397277,75.0693359375,19039000,0.0,0.0,0.0,EFA
2024-11-15 00:00:00-05:00,74.97235574748282,74.99175514573366,74.63294026511917,74.79779815673828,15433500,0.0,0.0,0.0,EFA
2024-11-18 00:00:00-05:00,74.73961165761561,75.34086720049461,74.69112056270355,75.2051010131836,7774100,0.0,0.0,0.0,EFA
2024-11-19 00:00:00-05:00,74.57475111836617,75.25358203075841,74.46807663231853,75.10811614990234,13402300,0.0,0.0,0.0,EFA
2024-11-20 00:00:00-05:00,74.79779023870036,74.90446472167969,74.38079200488167,74.90446472167969,12442000,0.0,0.0,0.0,EFA
2024-11-21 00:00:00-05:00,74.78810008949596,75.04023305769437,74.52626002421802,74.92386627197266,9161200,0.0,0.0,0.0,EFA
2024-11-22 00:00:00-05:00,74.83658349470058,75.35055652619018,74.82689119506259,75.21479034423828,16809800,0.0,0.0,0.0,EFA
2024-11-25 00:00:00-05:00,75.79665625920053,75.90332334950116,75.36995830318897,75.60269927978516,24934100,0.0,0.0,0.0,EFA
2024-11-26 00:00:00-05:00,75.47662929597978,75.49602129367192,74.93355717747507,75.16630554199219,9360800,0.0,0.0,0.0,EFA
2024-11-27 00:00:00-05:00,75.48632590708273,75.7190742848939,75.34086741932865,75.5736083984375,7477900,0.0,0.0,0.0,EFA
2024-11-29 00:00:00-05:00,75.8742309293152,76.62095234522049,75.84513923235566,76.58216094970703,11643900,0.0,0.0,0.0,EFA
2024-12-02 00:00:00-05:00,76.68883485120824,76.93127552228664,76.19425381057171,76.7955093383789,15721100,0.0,0.0,0.0,EFA
2024-12-03 00:00:00-05:00,77.2997785350923,77.45494410764175,76.99915448665489,77.23189544677734,13289900,0.0,0.0,0.0,EFA
2024-12-04 00:00:00-05:00,77.32887623501678,77.46464242218921,77.17371804912071,77.29008483886719,10434400,0.0,0.0,0.0,EFA
2024-12-05 00:00:00-05:00,77.67799651331612,77.79437070942298,77.52283831720973,77.66829681396484,11910800,0.0,0.0,0.0,EFA
2024-12-06 00:00:00-05:00,77.95922392704135,77.95922392704135,77.4840422691808,77.65859985351562,7072500,0.0,0.0,0.0,EFA
2024-12-09 00:00:00-05:00,78.09498877015481,78.19196356007033,77.58101572477057,77.610107421875,7801100,0.0,0.0,0.0,EFA
2024-12-10 00:00:00-05:00,77.4161612609185,77.43555326027712,76.89248849380544,76.91188049316406,10662800,0.0,0.0,0.0,EFA
2024-12-11 00:00:00-05:00,77.3191836399023,77.45494982655657,77.08643526389307,77.39675903320312,11858900,0.0,0.0,0.0,EFA
2024-12-12 00:00:00-05:00,76.98945839135658,77.29978215227511,76.6597426323128,76.71792602539062,8623800,0.0,0.0,0.0,EFA
2024-12-13 00:00:00-05:00,76.81490140000703,76.81490140000703,76.30092836068914,76.50457763671875,10116600,0.0,0.0,0.0,EFA
2024-12-16 00:00:00-05:00,76.2039577085837,76.51428148871763,76.12637491387459,76.25244140625,25547700,0.0,0.0,0.0,EFA
2024-12-17 00:00:00-05:00,76.11187453051504,76.38710676446244,76.052898337388,76.13153076171875,13934900,1.057,0.0,0.0,EFA
2024-12-18 00:00:00-05:00,76.06272698533412,76.22000684188181,74.12626937332581,74.26388549804688,16470400,0.0,0.0,0.0,EFA
2024-12-19 00:00:00-05:00,74.50962564108643,74.5784336997455,73.9788174030668,74.02796173095703,17486600,0.0,0.0,0.0,EFA
2024-12-20 00:00:00-05:00,73.11379648373749,74.44082088746195,73.10397211743282,73.82154083251953,20878200,0.0,0.0,0.0,EFA
2024-12-23 00:00:00-05:00,73.95915185383559,74.35234396486952,73.66426339519695,74.30319213867188,10491200,0.0,0.0,0.0,EFA
2024-12-24 00:00:00-05:00,74.33269123769146,74.62757971022936,74.14592328875621,74.568603515625,5585200,0.0,0.0,0.0,EFA
2024-12-26 00:00:00-05:00,74.69638980416882,75.05026198046191,74.63741360795875,74.92247772216797,10784900,0.0,0.0,0.0,EFA
2024-12-27 00:00:00-05:00,74.78485821670479,74.98145052819393,74.53911407758537,74.81434631347656,15819700,0.0,0.0,0.0,EFA
2024-12-30 00:00:00-05:00,74.35234881560953,74.58826109781448,73.99847664254398,74.32286071777344,16427600,0.0,0.0,0.0,EFA
2024-12-31 00:00:00-05:00,74.5686048657625,74.6865647566231,74.15575649702477,74.32286071777344,21393500,0.0,0.0,0.0,EFA
2025-01-02 00:00:00-05:00,74.41132393266557,74.57843565050813,73.86085944899442,74.0672836303711,12756600,0.0,0.0,0.0,EFA
2025-01-03 00:00:00-05:00,74.24421462121175,74.45063878842781,73.95915053328989,74.39166259765625,12548800,0.0,0.0,0.0,EFA
2025-01-06 00:00:00-05:00,75.03060295122337,75.58106742737392,74.95196302619729,75.09941101074219,16201800,0.0,0.0,0.0,EFA
2025-01-07 00:00:00-05:00,75.74817249578784,75.74817249578784,74.93230763788861,75.0404281616211,9393200,0.0,0.0,0.0,EFA
2025-01-08 00:00:00-05:00,74.6079255098537,75.03060574823066,74.39166945772834,74.92247772216797,7894800,0.0,0.0,0.0,EFA
2025-01-10 00:00:00-05:00,74.3621790090654,74.38183524067533,73.6249465816778,73.78221893310547,12021900,0.0,0.0,0.0,EFA
2025-01-13 00:00:00-05:00,72.98600599812103,73.61511036568568,72.97617413313907,73.57579040527344,12019700,0.0,0.0,0.0,EFA
2025-01-14 00:00:00-05:00,73.74289812675329,73.97881790046998,73.48732962116752,73.84120178222656,9963200,0.0,0.0,0.0,EFA
2025-01-15 00:00:00-05:00,74.90281109146835,74.9617947849119,74.47030650347308,74.78485870361328,12144700,0.0,0.0,0.0,EFA
2025-01-16 00:00:00-05:00,74.9519644717849,75.38447656825416,74.7946846186993,75.16822052001953,17925700,0.0,0.0,0.0,EFA
2025-01-17 00:00:00-05:00,75.55157846171959,75.8759625240856,75.37464238220322,75.47293853759766,10667100,0.0,0.0,0.0,EFA
2025-01-21 00:00:00-05:00,76.47558274319474,77.01621537534693,76.3576228509626,76.9965591430664,13169100,0.0,0.0,0.0,EFA
2025-01-22 00:00:00-05:00,77.15382664947037,77.16365851475071,76.79013012877252,76.81961822509766,8666700,0.0,0.0,0.0,EFA
2025-01-23 00:00:00-05:00,77.00637889463088,77.44872283935547,76.8589384125719,77.44872283935547,10977200,0.0,0.0,0.0,EFA
2025-01-24 00:00:00-05:00,77.80259329361002,78.10731361588817,77.73378523698219,77.88123321533203,7578400,0.0,0.0,0.0,EFA
2025-01-27 00:00:00-05:00,77.49786547181617,77.92054567667732,77.47820924114352,77.88123321533203,13559100,0.0,0.0,0.0,EFA
2025-01-28 00:00:00-05:00,77.76327223640135,77.83208029205909,77.32093580710384,77.78292846679688,9458300,0.0,0.0,0.0,EFA
2025-01-29 00:00:00-05:00,77.79276566777895,78.00902171454135,77.50770156063908,77.77310943603516,7875400,0.0,0.0,0.0,EFA
2025-01-30 00:00:00-05:00,78.52016787280031,78.95267997534903,78.28425558937207,78.6282958984375,13792100,0.0,0.0,0.0,EFA
2025-01-31 00:00:00-05:00,78.5005080375139,78.80522836876874,77.82225181683344,77.89105987548828,14935700,0.0,0.0,0.0,EFA
2025-02-03 00:00:00-05:00,76.58370594698292,77.45855446894466,76.32812994633197,76.97689056396484,14997600,0.0,0.0,0.0,EFA
2025-02-04 00:00:00-05:00,77.44872632206261,77.9500464821541,77.3700863950843,77.87140655517578,10608300,0.0,0.0,0.0,EFA
2025-02-05 00:00:00-05:00,78.35306365118515,78.71676769192077,78.19579129540506,78.6282958984375,7857000,0.0,0.0,0.0,EFA
2025-02-06 00:00:00-05:00,78.88387116433556,79.1689352747156,78.82489496891769,79.0018310546875,7806500,0.0,0.0,0.0,EFA
2025-02-07 00:00:00-05:00,79.05096931728539,79.10995300769252,78.12697649541735,78.2547607421875,13110800,0.0,0.0,0.0,EFA
2025-02-10 00:00:00-05:00,78.61847164484445,78.8150639647305,78.5594879492656,78.78557586669922,7287300,0.0,0.0,0.0,EFA
2025-02-11 00:00:00-05:00,78.69710319749483,79.23774332044066,78.66761509979163,79.15910339355469,7583700,0.0,0.0,0.0,EFA
2025-02-12 00:00:00-05:00,78.64795429604075,79.6112670960901,78.52999441256877,79.45399475097656,17271400,0.0,0.0,0.0,EFA
2025-02-13 00:00:00-05:00,79.81769630076238,80.45663258570713,79.739063873005,80.41731262207031,17212300,0.0,0.0,0.0,EFA
2025-02-14 00:00:00-05:00,80.86947912499524,80.94811905048967,80.5156144593024,80.53527069091797,8051800,0.0,0.0,0.0,EFA
2025-02-18 00:00:00-05:00,81.06607478992908,81.22334713335299,80.91862681205211,81.11521911621094,9485900,0.0,0.0,0.0,EFA
2025-02-19 00:00:00-05:00,80.26003737216432,80.40748535560503,79.99462950206782,80.27969360351562,11042200,0.0,0.0,0.0,EFA
2025-02-20 00:00:00-05:00,80.51561264301277,80.70237308745399,80.1912285823028,80.65322875976562,9177400,0.0,0.0,0.0,EFA
2025-02-21 00:00:00-05:00,80.72203707401843,80.74169330525291,79.99462902657224,80.15190887451172,11630000,0.0,0.0,0.0,EFA
2025-02-24 00:00:00-05:00,80.47629621927808,80.59424861052864,79.95531232636199,80.1027603149414,11135700,0.0,0.0,0.0,EFA
2025-02-25 00:00:00-05:00,81.10539427234528,81.10539427234528,80.4861142688174,80.83016204833984,10091400,0.0,0.0,0.0,EFA
2025-02-26 00:00:00-05:00,81.06607757930121,81.57722208741133,80.77118161340033,80.93828582763672,11254600,0.0,0.0,0.0,EFA
2025-02-27 00:00:00-05:00,80.71220472735013,80.71220472735013,79.97497231844083,80.02412414550781,19003200,0.0,0.0,0.0,EFA
2025-02-28 00:00:00-05:00,79.94548663022009,80.26003883418272,79.43433461158322,80.19123077392578,20717700,0.0,0.0,0.0,EFA
2025-03-03 00:00:00-05:00,81.75416122328761,81.97041727309717,80.63356851019834,81.07591247558594,16234700,0.0,0.0,0.0,EFA
2025-03-04 00:00:00-05:00,80.49594757344823,81.91143617880934,79.82752323197391,81.05624389648438,18408500,0.0,0.0,0.0,EFA
2025-03-05 00:00:00-05:00,82.1571853252714,83.13033005108446,82.1571853252714,82.99271392822266,17092500,0.0,0.0,0.0,EFA
2025-03-06 00:00:00-05:00,82.38326397906661,83.05168834703031,82.07854364203713,82.13751983642578,18421000,0.0,0.0,0.0,EFA
2025-03-07 00:00:00-05:00,82.28496958235272,83.10084195325925,82.11786536166571,82.99271392822266,13184300,0.0,0.0,0.0,EFA
2025-03-10 00:00:00-04:00,81.6263750164166,81.92126348678094,80.48611859902955,81.03659057617188,19368400,0.0,0.0,0.0,EFA
2025-03-11 00:00:00-04:00,81.12505670677074,81.2430165973006,80.22072004459042,80.76136016845703,18088800,0.0,0.0,0.0,EFA
2025-03-12 00:00:00-04:00,81.3019886322522,81.51824467073214,80.78101226655919,81.34130859375,15886300,0.0,0.0,0.0,EFA
2025-03-13 00:00:00-04:00,80.86947486538635,81.0955627643952,80.54509831396068,80.80066680908203,18561400,0.0,0.0,0.0,EFA
2025-03-14 00:00:00-04:00,81.58705306954397,82.30462924572574,81.43960508818981,82.28496551513672,13971300,0.0,0.0,0.0,EFA
2025-03-17 00:00:00-04:00,82.50122477767357,83.33675337196834,82.44224858263416,83.20896911621094,12966800,0.0,0.0,0.0,EFA
2025-03-18 00:00:00-04:00,83.14015863333894,83.32691907869479,82.71747841566635,83.19913482666016,10513400,0.0,0.0,0.0,EFA
2025-03-19 00:00:00-04:00,82.90423752936483,83.73977358541289,82.84526133699092,83.44487762451172,16362400,0.0,0.0,0.0,EFA
2025-03-20 00:00:00-04:00,82.24564337744256,82.81577155718588,82.22598714688947,82.74696350097656,11820500,0.0,0.0,0.0,EFA
2025-03-21 00:00:00-04:00,82.12769656080205,82.39309693859086,81.95076047577078,82.23582458496094,18771200,0.0,0.0,0.0,EFA
2025-03-24 00:00:00-04:00,82.167006602461,82.40292637522572,81.93109432921224,82.22599029541016,12201700,0.0,0.0,0.0,EFA
2025-03-25 00:00:00-04:00,82.78628964600243,82.88458580514227,82.48156930281408,82.67816162109375,10478200,0.0,0.0,0.0,EFA
2025-03-26 00:00:00-04:00,82.12769622810741,82.35377664169387,81.46909622012133,81.6067123413086,17010400,0.0,0.0,0.0,EFA
2025-03-27 00:00:00-04:00,81.47892530045863,81.97041357347358,81.43960533867552,81.78364562988281,10331900,0.0,0.0,0.0,EFA
2025-03-28 00:00:00-04:00,81.38062795179893,81.4789241050566,80.88913968599473,81.05624389648438,14242300,0.0,0.0,0.0,EFA
2025-03-31 00:00:00-04:00,79.88650064163106,80.48611693501259,79.54246035022753,80.33867645263672,25560500,0.0,0.0,0.0,EFA
2025-04-01 00:00:00-04:00,80.38781883547378,80.71220288788483,79.96513863068488,80.45662689208984,15154000,0.0,0.0,0.0,EFA
2025-04-02 00:00:00-04:00,79.86684212072986,80.73185875710412,79.80786592947034,80.64339447021484,14451600,0.0,0.0,0.0,EFA
2025-04-03 00:00:00-04:00,79.85701147660141,80.05361128299839,78.85437871228207,78.95267486572266,18718400,0.0,0.0,0.0,EFA
2025-04-04 00:00:00-04:00,75.93493802667562,76.200338393778,73.69375270619919,73.7428970336914,40904300,0.0,0.0,0.0,EFA
2025-04-07 00:00:00-04:00,71.45257007724423,74.95196430597989,70.9217618235288,71.96371459960938,63057500,0.0,0.0,0.0,EFA
2025-04-08 00:00:00-04:00,74.53911734223442,74.62758163642428,70.99057121797026,71.71797180175781,36425000,0.0,0.0,0.0,EFA
2025-04-09 00:00:00-04:00,71.91456567696663,77.51752883134345,71.5213735697524,77.25212097167969,60645100,0.0,0.0,0.0,EFA
2025-04-10 00:00:00-04:00,75.88578797597867,76.17085208036332,74.00830663267327,75.728515625,36697600,0.0,0.0,0.0,EFA
2025-04-11 00:00:00-04:00,76.02339961831629,77.80259219955829,75.90544723690762,77.62565612792969,28909900,0.0,0.0,0.0,EFA
2025-04-14 00:00:00-04:00,78.09748524044056,78.8740376282339,77.82225300163098,78.46118927001953,15749900,0.0,0.0,0.0,EFA
2025-04-15 00:00:00-04:00,79.08045826690244,79.53263406700685,78.99199397960965,79.16893005371094,13679800,0.0,0.0,0.0,EFA
2025-04-16 00:00:00-04:00,79.17876423267006,79.680076874344,78.57914793622156,78.86421203613281,16542600,0.0,0.0,0.0,EFA
2025-04-17 00:00:00-04:00,79.58178237840049,80.20105491900647,79.43433439268019,79.71939849853516,14072500,0.0,0.0,0.0,EFA
2025-04-21 00:00:00-04:00,80.08310439405275,80.17156868783437,78.72659189327115,79.28689575195312,15883900,0.0,0.0,0.0,EFA
2025-04-22 00:00:00-04:00,80.3779872133721,81.29215568232958,80.35833098264338,80.92845916748047,14923200,0.0,0.0,0.0,EFA
2025-04-23 00:00:00-04:00,81.70501408023107,82.20632672441988,81.02675785636671,81.25284576416016,15223500,0.0,0.0,0.0,EFA
2025-04-24 00:00:00-04:00,81.61654548990307,82.36360980203148,81.4789293665526,82.33412170410156,11194200,0.0,0.0,0.0,EFA
2025-04-25 00:00:00-04:00,82.17683628667642,82.7174763771839,82.05888390294079,82.68798828125,10485300,0.0,0.0,0.0,EFA
2025-04-28 00:00:00-04:00,82.79612026683789,83.32692101811504,82.71748034090197,83.23845672607422,10085400,0.0,0.0,0.0,EFA
2025-04-29 00:00:00-04:00,83.1499797315562,83.58249179762396,83.12049163605442,83.40555572509766,8303800,0.0,0.0,0.0,EFA
2025-04-30 00:00:00-04:00,82.84526603683763,83.56284224933046,82.43241766776758,83.30726623535156,24147900,0.0,0.0,0.0,EFA
2025-05-01 00:00:00-04:00,83.53335076423713,83.54317513011455,82.93373446701398,83.04186248779297,10070900,0.0,0.0,0.0,EFA
2025-05-02 00:00:00-04:00,84.49666123014434,84.83087714855503,84.3492132514195,84.63427734375,14798400,0.0,0.0,0.0,EFA
2025-05-05 00:00:00-04:00,84.89969054215345,85.0078185667142,84.76207441989725,84.78173065185547,8119800,0.0,0.0,0.0,EFA
2025-05-06 00:00:00-04:00,84.74240730154213,84.96849520736487,84.58513495361336,84.67359924316406,8661700,0.0,0.0,0.0,EFA
2025-05-07 00:00:00-04:00,84.46717446906312,84.72275046959045,84.13295854537112,84.38853454589844,8536600,0.0,0.0,0.0,EFA
2025-05-08 00:00:00-04:00,84.62445158032781,84.62445158032781,84.0444989882469,84.0936508178711,12228300,0.0,0.0,0.0,EFA
2025-05-09 00:00:00-04:00,84.74240487965497,84.74240487965497,84.2804047153848,84.5064926147461,9149000,0.0,0.0,0.0,EFA
2025-05-12 00:00:00-04:00,84.62445091223177,84.94883498635146,84.19194631292171,84.93901062011719,12602500,0.0,0.0,0.0,EFA
2025-05-13 00:00:00-04:00,84.83087823124761,85.25355844257842,84.7325745778326,85.04712677001953,13242900,0.0,0.0,0.0,EFA
2025-05-14 00:00:00-04:00,85.33218977689748,85.35185350713584,84.57530115206636,84.63427734375,10173300,0.0,0.0,0.0,EFA
2025-05-15 00:00:00-04:00,85.24372874463985,85.61725713876004,85.02747270085385,85.55828094482422,11283200,0.0,0.0,0.0,EFA
2025-05-16 00:00:00-04:00,85.45998670728915,85.79419514645087,85.2928749881921,85.75487518310547,8372100,0.0,0.0,0.0,EFA
2025-05-19 00:00:00-04:00,85.75487501161395,86.58057924118401,85.73521877973863,86.57074737548828,9062900,0.0,0.0,0.0,EFA
2025-05-20 00:00:00-04:00,86.75751638461074,87.0229167655043,86.70836455504853,86.98359680175781,23335500,0.0,0.0,0.0,EFA
2025-05-21 00:00:00-04:00,87.0917227970078,87.3767869028877,86.43313029351773,86.47245025634766,15278800,0.0,0.0,0.0,EFA
2025-05-22 00:00:00-04:00,86.13822997588602,86.64938196736844,86.00061386268284,86.42329406738281,12787300,0.0,0.0,0.0,EFA
2025-05-23 00:00:00-04:00,85.71555553140163,86.69853212006227,85.66641120167833,86.541259765625,16959600,0.0,0.0,0.0,EFA
2025-05-27 00:00:00-04:00,87.77981276206611,87.93708511721086,87.60287667533063,87.79946899414062,12435700,0.0,0.0,0.0,EFA
2025-05-28 00:00:00-04:00,86.94427491546867,87.04257857241933,86.61989834588618,86.78700256347656,16812400,0.0,0.0,0.0,EFA
2025-05-29 00:00:00-04:00,87.22934057549087,87.23917244126429,86.74768414582054,87.17036437988281,11454200,0.0,0.0,0.0,EFA
2025-05-30 00:00:00-04:00,87.23917291295979,87.38662090229339,86.66904468727851,87.29814910888672,18590200,0.0,0.0,0.0,EFA
2025-06-02 00:00:00-04:00,87.45542697682076,88.26146746741061,87.16053100485439,88.23197937011719,25710500,0.0,0.0,0.0,EFA
2025-06-03 00:00:00-04:00,87.34729681556583,87.65201714616005,87.12120890932385,87.56355285644531,11787400,0.0,0.0,0.0,EFA
2025-06-04 00:00:00-04:00,87.76998100963027,88.22214934309022,87.71100481381436,87.95674896240234,11593300,0.0,0.0,0.0,EFA
2025-06-05 00:00:00-04:00,88.23197439992298,88.33027055186928,87.71099804504344,87.89775848388672,14543100,0.0,0.0,0.0,EFA
2025-06-06 00:00:00-04:00,88.09435840832428,88.32043880815982,87.97639852611725,88.21231079101562,10301000,0.0,0.0,0.0,EFA
2025-06-09 00:00:00-04:00,88.09436373656978,88.46789213687744,88.03538004214087,88.2024917602539,9641600,0.0,0.0,0.0,EFA
2025-06-10 00:00:00-04:00,88.51704201093494,88.55635447366456,88.12384988799509,88.32044219970703,10254100,0.0,0.0,0.0,EFA
2025-06-11 00:00:00-04:00,88.47772436148591,88.62517234888213,88.11402032584408,88.1729965209961,12329600,0.0,0.0,0.0,EFA
2025-06-12 00:00:00-04:00,88.66448175060465,88.96920958057066,88.61533742284722,88.85124969482422,13288000,0.0,0.0,0.0,EFA
2025-06-13 00:00:00-04:00,87.70116667005199,88.19265493204554,87.50456686554513,87.71099853515625,22177100,0.0,0.0,0.0,EFA
2025-06-16 00:00:00-04:00,88.41000366210938,88.86000061035156,88.04000091552734,88.04000091552734,17843400,1.519,0.0,0.0,EFA
2025-06-17 00:00:00-04:00,87.66999816894531,87.75,86.86000061035156,86.95999908447266,16726300,0.0,0.0,0.0,EFA
2025-06-18 00:00:00-04:00,87.20999908447266,87.58999633789062,86.9000015258789,87.11000061035156,18504400,0.0,0.0,0.0,EFA
2025-06-20 00:00:00-04:00,87.04000091552734,87.05000305175781,86.30999755859375,86.33000183105469,16900600,0.0,0.0,0.0,EFA
2025-06-23 00:00:00-04:00,85.73999786376953,87.01000213623047,85.68000030517578,86.9800033569336,23100600,0.0,0.0,0.0,EFA
2025-06-24 00:00:00-04:00,87.66000366210938,88.16999816894531,87.55999755859375,88.04000091552734,14900600,0.0,0.0,0.0,EFA
2025-06-25 00:00:00-04:00,87.56999969482422,87.68000030517578,87.36000061035156,87.55999755859375,14422100,0.0,0.0,0.0,EFA
2025-06-26 00:00:00-04:00,88.23999786376953,88.61000061035156,88.12999725341797,88.54000091552734,15791500,0.0,0.0,0.0,EFA
2025-06-27 00:00:00-04:00,89.18000030517578,89.62000274658203,88.95999908447266,89.33999633789062,15987700,0.0,0.0,0.0,EFA
2025-06-30 00:00:00-04:00,89.12000274658203,89.48999786376953,88.94999694824219,89.38999938964844,28062100,0.0,0.0,0.0,EFA
2025-07-01 00:00:00-04:00,89.11000061035156,89.38999938964844,89.02999877929688,89.23999786376953,11406100,0.0,0.0,0.0,EFA
2025-07-02 00:00:00-04:00,88.97000122070312,89.55999755859375,88.83999633789062,89.5,13133600,0.0,0.0,0.0,EFA
2025-07-03 00:00:00-04:00,89.44000244140625,89.68000030517578,89.38999938964844,89.5199966430664,5311100,0.0,0.0,0.0,EFA
2025-07-07 00:00:00-04:00,88.94000244140625,89.0999984741211,88.30000305175781,88.55000305175781,12925000,0.0,0.0,0.0,EFA
2025-07-08 00:00:00-04:00,88.69999694824219,89.29000091552734,88.5999984741211,89.19999694824219,9061400,0.0,0.0,0.0,EFA
2025-07-09 00:00:00-04:00,89.58999633789062,89.9000015258789,89.37999725341797,89.87000274658203,8699900,0.0,0.0,0.0,EFA
2025-07-10 00:00:00-04:00,89.62999725341797,89.87999725341797,89.43000030517578,89.80999755859375,8554400,0.0,0.0,0.0,EFA
2025-07-11 00:00:00-04:00,89.0999984741211,89.12999725341797,88.80999755859375,88.94999694824219,8468000,0.0,0.0,0.0,EFA
2025-07-14 00:00:00-04:00,88.6500015258789,89.0199966430664,88.56999969482422,88.94999694824219,7969900,0.0,0.0,0.0,EFA
